submission_date,state,tot_cases,conf_cases,prob_cases,new_case,tot_death,conf_death,new_death
8/03/2020,PA,114155,110970,3185,565,7209,,0
8/04/2020,PA,115009,111780,3229,854,7232,,23
8/05/2020,PA,115714,112462,3252,705,7244,,12
8/06/2020,PA,116521,113241,3280,807,7282,,38
8/07/2020,PA,117279,113969,3310,758,7297,,15
8/08/2020,PA,118092,114755,3337,813,7313,,16
8/09/2020,PA,118852,115505,3347,760,7314,,1
8/10/2020,PA,119453,116098,3355,601,7317,,3
8/11/2020,PA,120281,116925,3356,828,7352,,35
8/12/2020,PA,121130,117739,3391,849,7385,,33
08/13/2020,PA,122121,118731,3390,991,7409,,24
08/14/2020,PA,122950,119512,3438,829,7445,,36
08/15/2020,PA,123800,120346,3454,850,7465,,20
08/16/2020,PA,124460,120986,3474,660,7468,,3
08/17/2020,PA,124844,121354,3490,384,7468,,0
08/18/2020,PA,125579,122050,3529,735,7499,,31
08/19/2020,PA,126149,122605,3544,570,7523,,24
08/20/2020,PA,126940,123364,3576,791,7523,,0
08/21/2020,PA,127633,124031,3602,693,7558,,35
08/22/2020,PA,128429,124802,3627,796,7576,,18
08/23/2020,PA,129048,125407,3641,619,7578,,2
08/24/2020,PA,129474,125822,3652,426,7579,,1
08/25/2020,PA,130035,126350,3685,561,7605,,26
08/26/2020,PA,130536,126835,3701,501,7624,,19
08/27/2020,PA,131156,127430,3726,620,7635,,11
08/28/2020,PA,131991,128250,3741,835,7655,,20
08/29/2020,PA,132834,129056,3778,843,7671,,16
08/30/2020,PA,133504,129703,3801,670,7673,,2
08/31/2020,PA,134025,130211,3814,521,7673,,0
9/01/2020,PA,134795,130961,3834,770,7691,,18
9/02/2020,PA,135611,131752,3859,816,7712,,21
9/03/2020,PA,136771,132874,3897,1160,7732,,20
9/04/2020,PA,137662,133731,3931,891,7742,,10
9/05/2020,PA,138625,134643,3982,963,7760,,18
9/06/2020,PA,139316,135324,3992,691,7760,,0
9/07/2020,PA,139863,135862,4001,547,7780,,20
9/08/2020,PA,140359,136345,4014,496,7791,,11
9/09/2020,PA,141290,137241,4049,931,7805,,14
9/10/2020,PA,141877,137803,4074,587,7820,,15
9/11/2020,PA,142885,138759,4126,1008,7837,,17
9/12/2020,PA,143805,139623,4182,920,7862,,25
09/13/2020,PA,144774,140565,4209,969,7869,,7
09/14/2020,PA,145063,140842,4221,289,7869,,0
09/15/2020,PA,146214,141950,4264,1151,7875,,6
09/16/2020,PA,146990,142666,4324,776,7903,,28
09/17/2020,PA,147923,143552,4371,933,7913,,10
09/18/2020,PA,148683,144228,4455,760,7934,,21
09/19/2020,PA,149845,145335,4510,1162,7956,,22
09/20/2020,PA,150578,146057,4521,733,7956,,0
09/21/2020,PA,150812,146281,4531,234,8004,,48
09/22/2020,PA,151646,147070,4576,834,8023,,19
09/23/2020,PA,152544,147862,4682,898,8062,,39
09/24/2020,PA,153397,148658,4739,853,8079,,17
09/25/2020,PA,154203,149410,4793,806,8081,,2
09/26/2020,PA,155232,150393,4839,1029,8103,,22
09/27/2020,PA,156150,151299,4851,918,8106,,3
09/28/2020,PA,156826,151944,4882,676,8107,,1
01/22/2020,NYC,0,,,0,0,,0
01/23/2020,NYC,0,,,0,0,,0
01/24/2020,NYC,0,,,0,0,,0
01/25/2020,NYC,0,,,0,0,,0
01/26/2020,NYC,0,,,0,0,,0
01/27/2020,NYC,0,,,0,0,,0
01/28/2020,NYC,0,,,0,0,,0
01/29/2020,NYC,0,,,0,0,,0
01/30/2020,NYC,0,,,0,0,,0
01/31/2020,NYC,0,,,0,0,,0
2/01/2020,NYC,0,,,0,0,,0
2/02/2020,NYC,0,,,0,0,,0
2/03/2020,NYC,0,,,0,0,,0
2/04/2020,NYC,0,,,0,0,,0
2/05/2020,NYC,0,,,0,0,,0
2/06/2020,NYC,0,,,0,0,,0
2/07/2020,NYC,0,,,0,0,,0
2/08/2020,NYC,0,,,0,0,,0
2/09/2020,NYC,0,,,0,0,,0
2/10/2020,NYC,0,,,0,0,,0
2/11/2020,NYC,0,,,0,0,,0
2/12/2020,NYC,0,,,0,0,,0
02/13/2020,NYC,0,,,0,0,,0
02/14/2020,NYC,0,,,0,0,,0
02/15/2020,NYC,0,,,0,0,,0
02/16/2020,NYC,0,,,0,0,,0
02/17/2020,NYC,0,,,0,0,,0
02/18/2020,NYC,0,,,0,0,,0
02/19/2020,NYC,0,,,0,0,,0
02/20/2020,NYC,0,,,0,0,,0
02/21/2020,NYC,0,,,0,0,,0
02/22/2020,NYC,0,,,0,0,,0
02/23/2020,NYC,0,,,0,0,,0
02/24/2020,NYC,0,,,0,0,,0
02/25/2020,NYC,0,,,0,0,,0
02/26/2020,NYC,0,,,0,0,,0
02/27/2020,NYC,0,,,0,0,,0
02/28/2020,NYC,0,,,0,0,,0
02/29/2020,NYC,0,,,0,0,,0
3/01/2020,NYC,0,,,0,0,,0
3/02/2020,NYC,1,,,1,0,,0
3/03/2020,NYC,1,,,0,0,,0
3/04/2020,NYC,1,,,0,0,,0
3/05/2020,NYC,2,,,1,0,,0
3/06/2020,NYC,2,,,0,0,,0
3/07/2020,NYC,2,,,0,0,,0
3/08/2020,NYC,12,,,10,0,,0
3/09/2020,NYC,17,,,5,0,,0
3/10/2020,NYC,36,,,19,0,,0
3/11/2020,NYC,53,,,17,0,,0
3/12/2020,NYC,95,,,42,0,,0
03/13/2020,NYC,95,,,0,0,,0
03/14/2020,NYC,150,,,55,0,,0
03/15/2020,NYC,269,,,119,5,,5
03/16/2020,NYC,344,,,75,5,,0
03/17/2020,NYC,1871,,,1527,11,,6
03/18/2020,NYC,3554,,,1683,21,,10
03/19/2020,NYC,5151,,,1597,29,,8
03/20/2020,NYC,5151,,,0,29,,0
03/21/2020,NYC,6211,,,1060,43,,14
03/22/2020,NYC,9045,,,2834,63,,20
03/23/2020,NYC,13119,,,4074,125,,62
03/24/2020,NYC,15597,,,2478,192,,67
03/25/2020,NYC,20011,,,4414,280,,88
03/26/2020,NYC,23112,,,3101,365,,85
03/27/2020,NYC,26697,,,3585,450,,85
03/28/2020,NYC,30756,,,4059,672,,222
03/29/2020,NYC,33474,,,2718,776,,104
03/30/2020,NYC,38087,,,4613,914,,138
03/31/2020,NYC,41771,,,3684,1096,,182
4/01/2020,NYC,48462,,,6691,1397,,301
4/02/2020,NYC,49707,,,1245,1562,,165
4/03/2020,NYC,56289,,,6582,1867,,305
4/04/2020,NYC,60850,,,4561,2254,,387
4/05/2020,NYC,64955,,,4105,2472,,218
4/06/2020,NYC,68776,,,3821,2738,,266
4/07/2020,NYC,76876,,,8100,4111,,1373
4/08/2020,NYC,81803,,,4927,4695,,584
4/09/2020,NYC,84163,,,2360,5664,,969
4/10/2020,NYC,92756,,,8593,5820,,156
4/11/2020,NYC,98308,,,5552,6367,,547
4/12/2020,NYC,103208,,,4900,6719,,352
04/13/2020,NYC,106813,,,3605,6182,,-537
04/14/2020,NYC,110091,,,3278,6640,,458
04/15/2020,NYC,116073,116073,0,5982,11225,7166,4585
04/16/2020,NYC,117565,117565,0,1492,11477,7563,252
04/17/2020,NYC,122148,122148,0,4583,12199,7890,722
04/18/2020,NYC,128022,126368,1654,5874,12712,8448,513
04/19/2020,NYC,129788,129788,0,1766,13240,8811,528
04/20/2020,NYC,134874,134874,0,5086,14427,9562,1187
04/21/2020,NYC,138435,138435,0,3561,14996,9944,569
04/22/2020,NYC,138435,138435,0,0,14996,9944,0
04/23/2020,NYC,146139,146139,0,7704,15848,10746,852
04/24/2020,NYC,146139,146139,0,0,15848,10746,0
04/25/2020,NYC,150576,150576,0,4437,16270,10961,422
04/26/2020,NYC,153204,153204,0,2628,16673,11460,403
04/27/2020,NYC,156100,156100,0,2896,16936,11708,263
04/28/2020,NYC,157713,157713,0,1613,17215,11820,279
04/29/2020,NYC,159865,159865,0,2152,17589,12287,374
04/30/2020,NYC,162212,162212,0,2347,17866,12571,277
5/01/2020,NYC,164505,164505,0,2293,18231,13000,365
5/02/2020,NYC,166883,166883,0,2378,18282,13156,51
5/03/2020,NYC,170534,170534,0,3651,18909,13536,627
5/04/2020,NYC,170534,170534,0,0,18909,13536,0
5/05/2020,NYC,171723,171723,0,1189,19107,13724,198
5/06/2020,NYC,173288,173288,0,1565,19297,13938,190
5/07/2020,NYC,174709,174709,0,1421,19540,14162,243
5/08/2020,NYC,176086,176086,0,1377,19702,14389,162
5/09/2020,NYC,178766,178766,0,2680,19931,14753,229
5/10/2020,NYC,183662,183662,0,4896,20056,14928,125
5/11/2020,NYC,184319,184319,0,657,20237,15101,181
5/12/2020,NYC,184319,184319,0,0,20237,15101,0
05/13/2020,NYC,185206,185206,0,887,20316,15233,79
05/14/2020,NYC,186293,186293,0,1087,20406,15349,90
05/15/2020,NYC,187848,187848,0,1555,20476,15422,70
05/16/2020,NYC,195240,190408,4832,7392,20720,15888,244
05/17/2020,NYC,190408,190408,0,-4832,20720,15888,0
05/18/2020,NYC,191073,191073,0,665,20806,15983,86
05/19/2020,NYC,197155,192374,4781,6082,20934,16153,128
05/20/2020,NYC,197611,192840,4771,456,21003,16232,69
05/21/2020,NYC,192840,192840,0,-4771,21003,16232,0
05/22/2020,NYC,193951,193951,0,1111,21086,16333,83
05/23/2020,NYC,200199,195452,4747,6248,21216,16469,130
05/24/2020,NYC,195452,195452,0,-4747,21216,16469,0
05/25/2020,NYC,201372,196623,4749,5920,21314,16565,98
05/26/2020,NYC,202103,197351,4752,731,21362,16610,48
05/27/2020,NYC,202997,198255,4742,894,21415,16673,53
05/28/2020,NYC,203778,199038,4740,781,21477,16737,62
05/29/2020,NYC,199038,199038,0,-4740,21477,16737,0
05/30/2020,NYC,199893,199893,0,855,21512,16785,35
05/31/2020,NYC,205555,200830,4725,5662,21607,16882,95
6/01/2020,NYC,200830,200830,0,-4725,21607,16882,0
6/02/2020,NYC,206561,201806,4755,5731,21688,16933,81
6/03/2020,NYC,201806,201806,0,-4755,21688,16933,0
6/04/2020,NYC,202319,202319,0,513,21752,16992,64
6/05/2020,NYC,202829,202829,0,510,21782,17055,30
6/06/2020,NYC,208517,203819,4698,5688,21844,17146,62
6/07/2020,NYC,208961,204253,4708,444,21877,17169,33
6/08/2020,NYC,209291,204576,4715,330,21918,17203,41
6/09/2020,NYC,209716,205011,4705,425,21960,17255,42
6/10/2020,NYC,210098,205405,4693,382,21993,17300,33
6/11/2020,NYC,210538,205846,4692,440,22043,17351,50
6/12/2020,NYC,205846,201154,4692,-4692,22043,17351,0
06/13/2020,NYC,206322,201634,4688,476,22076,17388,33
06/14/2020,NYC,206606,201918,4688,284,22103,17415,27
06/15/2020,NYC,207049,202358,4691,443,22124,17433,21
06/16/2020,NYC,212505,207821,4684,5456,22171,17487,47
06/17/2020,NYC,212789,208097,4692,284,22199,17507,28
06/18/2020,NYC,213145,208455,4690,356,22236,17546,37
06/19/2020,NYC,213444,208763,4681,299,22244,17563,8
06/20/2020,NYC,214002,209313,4689,558,22285,17596,41
06/21/2020,NYC,214247,209562,4685,245,22321,17636,36
06/22/2020,NYC,214579,209893,4686,332,22343,17657,22
06/23/2020,NYC,214865,210185,4680,286,22365,17685,22
06/24/2020,NYC,215192,210523,4669,327,22384,17715,19
06/25/2020,NYC,215576,210908,4668,384,22421,17753,37
06/26/2020,NYC,215891,211229,4662,315,22441,17779,20
06/27/2020,NYC,216239,211569,4670,348,22470,17800,29
06/28/2020,NYC,216461,211861,4600,222,23077,18477,607
06/29/2020,NYC,216676,212072,4604,215,23096,18492,19
06/30/2020,NYC,217019,212412,4607,343,23104,18497,8
7/01/2020,NYC,217378,212774,4604,359,23123,18519,19
7/02/2020,NYC,217817,213212,4605,439,23140,18535,17
7/03/2020,NYC,218165,213561,4604,348,23159,18555,19
7/04/2020,NYC,218459,213852,4607,294,23190,18583,31
7/05/2020,NYC,218666,214061,4605,207,23201,18596,11
7/06/2020,NYC,218978,214371,4607,312,23218,18611,17
7/07/2020,NYC,219176,214570,4606,198,23224,18618,6
7/08/2020,NYC,219567,214952,4615,391,23247,18637,23
7/09/2020,NYC,219884,215265,4619,317,23267,18653,20
7/10/2020,NYC,220214,215598,4616,330,23278,18667,11
7/11/2020,NYC,220542,215924,4618,328,23283,18670,5
7/12/2020,NYC,220819,216199,4620,277,23323,18708,40
07/13/2020,NYC,221089,216468,4621,270,23336,18720,13
07/14/2020,NYC,221458,216834,4624,369,23353,18734,17
07/15/2020,NYC,221852,217230,4622,394,23371,18754,18
07/16/2020,NYC,222186,217562,4624,334,23377,18758,6
07/17/2020,NYC,222517,217895,4622,331,23388,18771,11
07/18/2020,NYC,222788,218159,4629,271,23400,18776,12
07/19/2020,NYC,223107,218478,4629,319,23411,18787,11
07/20/2020,NYC,223107,218478,4629,0,23411,18787,0
07/21/2020,NYC,223758,219128,4630,651,23428,18803,17
07/22/2020,NYC,224118,219489,4629,360,23463,18839,35
07/23/2020,NYC,224275,219641,4634,157,23465,18836,2
07/24/2020,NYC,224804,220172,4632,529,23476,18849,11
07/25/2020,NYC,224894,220266,4628,90,23485,18862,9
07/26/2020,NYC,225116,220483,4633,222,23500,18872,15
07/27/2020,NYC,225541,220907,4634,425,23507,18878,7
07/28/2020,NYC,225850,221220,4630,309,23512,18887,5
07/29/2020,NYC,226167,221534,4633,317,23525,18898,13
07/30/2020,NYC,226453,221822,4631,286,23531,18906,6
07/31/2020,NYC,226767,222131,4636,314,23536,18910,5
8/01/2020,NYC,226966,222330,4636,199,23541,18915,5
8/02/2020,NYC,227155,222522,4633,189,23550,18927,9
8/03/2020,NYC,227473,222840,4633,318,23556,18933,6
8/04/2020,NYC,227822,223186,4636,349,23563,18937,7
8/05/2020,NYC,228108,223473,4635,286,23563,18938,0
8/06/2020,NYC,228509,223876,4633,401,23567,18944,4
8/07/2020,NYC,228753,224117,4636,244,23575,18949,8
8/08/2020,NYC,229073,224438,4635,320,23580,18956,5
8/09/2020,NYC,229321,224684,4637,248,23586,18960,6
8/10/2020,NYC,229557,224920,4637,236,23592,18966,6
8/11/2020,NYC,229927,225284,4643,370,23602,18970,10
8/12/2020,NYC,230355,225713,4642,428,23610,18979,8
08/13/2020,NYC,230682,226043,4639,327,23615,18987,5
08/14/2020,NYC,230682,226043,4639,0,23615,18987,0
08/15/2020,NYC,231401,226756,4645,719,23628,18994,13
08/16/2020,NYC,231624,226977,4647,223,23634,18998,6
08/17/2020,NYC,231812,227158,4654,188,23642,18999,8
08/18/2020,NYC,232068,227419,4649,256,23643,19005,1
08/19/2020,NYC,232371,227724,4647,303,23639,19003,-4
08/20/2020,NYC,232572,227927,4645,201,23641,19007,2
08/21/2020,NYC,232789,228144,4645,217,23646,19014,5
08/22/2020,NYC,233084,228428,4656,295,23658,19017,12
08/23/2020,NYC,233268,228617,4651,184,23662,19025,4
08/24/2020,NYC,233524,228788,4736,256,23666,19029,4
08/25/2020,NYC,233711,228971,4740,187,23669,19030,3
08/26/2020,NYC,233943,229207,4736,232,23674,19037,5
08/27/2020,NYC,234254,229518,4736,311,23680,19044,6
08/28/2020,NYC,234509,229751,4758,255,23683,19047,3
08/29/2020,NYC,234751,229980,4771,242,23689,19042,6
08/30/2020,NYC,234969,230205,4764,218,23695,19055,6
08/31/2020,NYC,235264,230496,4768,295,23703,19060,8
9/01/2020,NYC,235514,230744,4770,250,23708,19063,5
9/02/2020,NYC,235839,231068,4771,325,23710,19066,2
9/03/2020,NYC,236060,231290,4770,221,23716,19073,6
9/04/2020,NYC,236363,231594,4769,303,23721,19080,5
9/05/2020,NYC,236363,231594,4769,0,23721,19080,0
9/06/2020,NYC,236657,231824,4833,294,23736,19090,15
9/07/2020,NYC,236868,232036,4832,211,23744,19098,8
9/08/2020,NYC,237070,232232,4838,202,23741,19098,-3
9/09/2020,NYC,237551,232710,4841,481,23741,19099,0
9/10/2020,NYC,237752,232926,4826,201,23739,19116,-2
9/11/2020,NYC,238522,233216,5306,770,23743,19120,4
9/12/2020,NYC,238522,233216,5306,0,23743,19120,0
09/13/2020,NYC,238945,233636,5309,423,23750,19124,7
09/14/2020,NYC,239289,233972,5317,344,23758,19131,8
09/15/2020,NYC,239547,234225,5322,258,23762,19134,4
09/16/2020,NYC,239841,234500,5341,294,23767,19142,5
09/17/2020,NYC,240187,234827,5360,346,23775,19147,8
09/18/2020,NYC,240822,235461,5361,635,23771,19146,-4
09/19/2020,NYC,241015,235649,5366,193,23777,19149,6
09/20/2020,NYC,241337,235969,5368,322,23782,19152,5
09/21/2020,NYC,241631,236253,5378,294,23780,19153,-2
09/22/2020,NYC,241858,236462,5396,227,23780,19152,0
09/23/2020,NYC,242255,236841,5414,397,23785,19159,5
09/24/2020,NYC,242685,237227,5458,430,23792,19165,7
09/25/2020,NYC,243123,237628,5495,438,23795,19167,3
09/26/2020,NYC,243471,237971,5500,348,23801,19171,6
09/27/2020,NYC,243840,238338,5502,369,23810,19178,9
09/28/2020,NYC,244228,238733,5495,388,23814,19183,4
01/22/2020,OH,0,,,0,0,,0
01/23/2020,OH,0,,,0,0,,0
01/24/2020,OH,0,,,0,0,,0
01/25/2020,OH,0,,,0,0,,0
01/26/2020,OH,0,,,0,0,,0
01/27/2020,OH,0,,,0,0,,0
01/28/2020,OH,0,,,0,0,,0
01/29/2020,OH,0,,,0,0,,0
01/30/2020,OH,0,,,0,0,,0
01/31/2020,OH,0,,,0,0,,0
2/01/2020,OH,0,,,0,0,,0
2/02/2020,OH,0,,,0,0,,0
2/03/2020,OH,0,,,0,0,,0
2/04/2020,OH,0,,,0,0,,0
2/05/2020,OH,0,,,0,0,,0
2/06/2020,OH,0,,,0,0,,0
2/07/2020,OH,0,,,0,0,,0
2/08/2020,OH,0,,,0,0,,0
2/09/2020,OH,0,,,0,0,,0
2/10/2020,OH,0,,,0,0,,0
2/11/2020,OH,0,,,0,0,,0
2/12/2020,OH,0,,,0,0,,0
02/13/2020,OH,0,,,0,0,,0
02/14/2020,OH,0,,,0,0,,0
02/15/2020,OH,0,,,0,0,,0
02/16/2020,OH,0,,,0,0,,0
02/17/2020,OH,0,,,0,0,,0
02/18/2020,OH,0,,,0,0,,0
02/19/2020,OH,0,,,0,0,,0
02/20/2020,OH,0,,,0,0,,0
02/21/2020,OH,0,,,0,0,,0
02/22/2020,OH,0,,,0,0,,0
02/23/2020,OH,0,,,0,0,,0
02/24/2020,OH,0,,,0,0,,0
02/25/2020,OH,0,,,0,0,,0
02/26/2020,OH,0,,,0,0,,0
02/27/2020,OH,0,,,0,0,,0
02/28/2020,OH,0,,,0,0,,0
02/29/2020,OH,0,,,0,0,,0
3/01/2020,OH,0,,,0,0,,0
3/02/2020,OH,0,,,0,0,,0
3/03/2020,OH,0,,,0,0,,0
3/04/2020,OH,0,,,0,0,,0
3/05/2020,OH,0,,,0,0,,0
3/06/2020,OH,0,,,0,0,,0
3/07/2020,OH,0,,,0,0,,0
3/08/2020,OH,0,,,0,0,,0
3/09/2020,OH,0,,,0,0,,0
3/10/2020,OH,3,,,3,0,,0
3/11/2020,OH,3,,,0,0,,0
3/12/2020,OH,5,,,2,0,,0
03/13/2020,OH,5,,,0,0,,0
03/14/2020,OH,5,,,0,0,,0
03/15/2020,OH,37,,,32,0,,0
03/16/2020,OH,50,,,13,0,,0
03/17/2020,OH,67,,,17,0,,0
03/18/2020,OH,88,,,21,0,,0
03/19/2020,OH,119,,,31,0,,0
03/20/2020,OH,169,,,50,1,,1
03/21/2020,OH,247,,,78,3,,2
03/22/2020,OH,351,,,104,3,,0
03/23/2020,OH,442,,,91,6,,3
03/24/2020,OH,564,,,122,8,,2
03/25/2020,OH,704,,,140,10,,2
03/26/2020,OH,867,,,163,15,,5
03/27/2020,OH,1137,,,270,19,,4
03/28/2020,OH,1406,,,269,25,,6
03/29/2020,OH,1653,,,247,29,,4
03/30/2020,OH,1933,,,280,39,,10
03/31/2020,OH,2199,,,266,55,,16
4/01/2020,OH,2547,,,348,65,,10
4/02/2020,OH,2902,,,355,81,,16
4/03/2020,OH,3312,,,410,91,,10
4/04/2020,OH,3739,,,427,102,,11
4/05/2020,OH,4043,,,304,119,,17
4/06/2020,OH,4450,,,407,142,,23
4/07/2020,OH,4782,,,332,167,,25
4/08/2020,OH,5148,,,366,193,,26
4/09/2020,OH,5512,,,364,213,,20
4/10/2020,OH,5878,,,366,231,,18
4/11/2020,OH,6250,,,372,247,,16
4/12/2020,OH,6518,,,268,248,,1
04/13/2020,OH,6975,6881,94,457,268,,20
04/14/2020,OH,7280,7153,127,305,324,,56
04/15/2020,OH,7791,7628,163,511,361,346,37
04/16/2020,OH,8414,8239,175,623,389,373,28
04/17/2020,OH,9107,8858,249,693,418,401,29
04/18/2020,OH,10222,9939,283,1115,451,434,33
04/19/2020,OH,11602,11292,310,1380,471,453,20
04/20/2020,OH,12919,12516,403,1317,509,491,38
04/21/2020,OH,13725,13250,475,806,557,538,48
04/22/2020,OH,14117,13609,508,392,610,584,53
04/23/2020,OH,14694,14142,552,577,656,618,46
04/24/2020,OH,15169,14581,588,475,690,649,34
04/25/2020,OH,15587,14983,604,418,711,671,21
04/26/2020,OH,15963,15360,603,376,728,687,17
04/27/2020,OH,16325,15699,626,362,753,712,25
04/28/2020,OH,16769,16128,641,444,799,757,46
04/29/2020,OH,17303,16601,702,534,937,856,138
04/30/2020,OH,18027,17285,742,724,975,898,38
5/01/2020,OH,18743,17962,781,716,1002,922,27
5/02/2020,OH,19335,18537,798,592,1021,940,19
5/03/2020,OH,19914,19094,820,579,1038,957,17
5/04/2020,OH,20474,19609,865,560,1056,975,18
5/05/2020,OH,20969,20072,897,495,1135,1038,79
5/06/2020,OH,21576,20625,951,607,1225,1114,90
5/07/2020,OH,22131,21132,999,555,1271,1153,46
5/08/2020,OH,23016,21969,1047,885,1306,1185,35
5/09/2020,OH,23697,22560,1137,681,1331,1214,25
5/10/2020,OH,24081,22891,1190,384,1341,1220,10
5/11/2020,OH,24777,23400,1377,696,1357,1236,16
5/12/2020,OH,25250,23809,1441,473,1436,1303,79
05/13/2020,OH,25721,24245,1476,471,1483,1347,47
05/14/2020,OH,26357,24800,1557,636,1534,1388,51
05/15/2020,OH,26954,25349,1605,597,1581,1431,47
05/16/2020,OH,27474,25836,1638,520,1610,1457,29
05/17/2020,OH,27923,26220,1703,449,1625,1472,15
05/18/2020,OH,28272,26464,1808,349,1657,1504,32
05/19/2020,OH,28952,27106,1846,680,1720,1556,63
05/20/2020,OH,29436,27517,1919,484,1781,1603,61
05/21/2020,OH,30167,28174,1993,731,1836,1653,55
05/22/2020,OH,30794,28758,2036,627,1872,1691,36
05/23/2020,OH,31408,29288,2120,614,1956,1756,84
05/24/2020,OH,31911,29777,2134,503,1969,1769,13
05/25/2020,OH,32477,30305,2172,566,1987,1788,18
05/26/2020,OH,33006,30827,2179,529,2002,1803,15
05/27/2020,OH,33439,31191,2248,433,2044,1842,42
05/28/2020,OH,33915,31625,2290,476,2098,1888,54
05/29/2020,OH,34566,32202,2364,651,2131,1921,33
05/30/2020,OH,35034,32639,2395,468,2149,1938,18
05/31/2020,OH,35513,33073,2440,479,2155,1944,6
6/01/2020,OH,35984,33501,2483,471,2206,1993,51
6/02/2020,OH,36413,33892,2521,429,2258,2041,52
6/03/2020,OH,36792,34208,2584,379,2299,2080,41
6/04/2020,OH,37282,34639,2643,490,2339,2117,40
6/05/2020,OH,37758,35096,2662,476,2355,2135,16
6/06/2020,OH,38111,35408,2703,353,2370,2148,15
6/07/2020,OH,38476,35731,2745,365,2377,2155,7
6/08/2020,OH,38837,36077,2760,361,2404,2177,27
6/09/2020,OH,39162,36355,2807,325,2421,2196,17
6/10/2020,OH,39575,36710,2865,413,2457,2231,36
6/11/2020,OH,40004,37120,2884,429,2490,2263,33
6/12/2020,OH,40424,37519,2905,420,2508,2280,18
06/13/2020,OH,40848,37893,2955,424,2554,2324,46
06/14/2020,OH,41148,38188,2960,300,2557,2327,3
06/15/2020,OH,41576,38536,3040,428,2573,2342,16
06/16/2020,OH,42010,38911,3099,434,2597,2362,24
06/17/2020,OH,42422,39303,3119,412,2611,2377,14
06/18/2020,OH,43122,39973,3149,700,2633,2401,22
06/19/2020,OH,43731,40549,3182,609,2667,2430,34
06/20/2020,OH,44262,41062,3200,531,2697,2460,30
06/21/2020,OH,44808,41578,3230,546,2700,2463,3
06/22/2020,OH,45537,42254,3283,729,2704,2467,4
06/23/2020,OH,46127,42767,3360,590,2735,2497,31
06/24/2020,OH,46759,43363,3396,632,2755,2516,20
06/25/2020,OH,47651,44221,3430,892,2772,2530,17
06/26/2020,OH,48638,45172,3466,987,2788,2545,16
06/27/2020,OH,49455,45969,3486,817,2804,2561,16
06/28/2020,OH,50309,46790,3519,854,2807,2564,3
06/29/2020,OH,51046,47524,3522,737,2818,2575,11
06/30/2020,OH,51789,48222,3567,743,2863,2615,45
7/01/2020,OH,52865,49263,3602,1076,2876,2626,13
7/02/2020,OH,54166,50523,3643,1301,2886,2637,10
7/03/2020,OH,55257,51581,3676,1091,2903,2653,17
7/04/2020,OH,56183,52488,3695,926,2907,2657,4
7/05/2020,OH,57151,53458,3693,968,2911,2661,4
7/06/2020,OH,57956,54232,3724,805,2927,2677,16
7/07/2020,OH,58904,55150,3754,948,2970,2718,43
7/08/2020,OH,60181,56384,3797,1277,2991,2737,21
7/09/2020,OH,61331,57506,3825,1150,3006,2749,15
7/10/2020,OH,62856,59000,3856,1525,3032,2776,26
7/11/2020,OH,64214,60328,3886,1358,3036,2780,4
7/12/2020,OH,65592,61669,3923,1378,3058,2801,22
07/13/2020,OH,66853,62913,3940,1261,3064,2807,6
07/14/2020,OH,67995,64013,3982,1142,3069,2813,5
07/15/2020,OH,69311,65287,4024,1316,3075,2819,6
07/16/2020,OH,70601,66540,4061,1290,3103,2849,28
07/17/2020,OH,72280,68175,4105,1679,3112,2858,9
07/18/2020,OH,73822,69684,4138,1542,3132,2875,20
07/19/2020,OH,74932,70755,4177,1110,3174,2916,42
07/20/2020,OH,76168,71952,4216,1236,3189,2931,15
07/21/2020,OH,77215,72963,4252,1047,3219,2959,30
07/22/2020,OH,78742,74409,4333,1527,3235,2976,16
07/23/2020,OH,80186,75819,4367,1444,3256,2997,21
07/24/2020,OH,81746,77309,4437,1560,3297,3039,41
07/25/2020,OH,83184,78735,4449,1438,3297,3039,0
07/26/2020,OH,84073,79573,4500,889,3307,3049,10
07/27/2020,OH,85177,80628,4549,1104,3344,3082,37
07/28/2020,OH,86497,81896,4601,1320,3382,3118,38
07/29/2020,OH,87893,83213,4680,1396,3422,3156,40
07/30/2020,OH,89626,84862,4764,1733,3442,3177,20
07/31/2020,OH,91159,86333,4826,1533,3489,3222,47
8/01/2020,OH,92087,87218,4869,928,3515,3246,26
8/02/2020,OH,93031,88134,4897,944,3529,3261,14
8/03/2020,OH,93963,88997,4966,932,3539,3271,10
8/04/2020,OH,95106,90041,5065,1143,3570,3301,31
8/05/2020,OH,96305,91171,5134,1199,3596,3326,26
8/06/2020,OH,97471,92273,5198,1166,3618,3348,22
8/07/2020,OH,98675,93402,5273,1204,3652,3381,34
8/08/2020,OH,99969,94671,5298,1294,3668,3396,16
8/09/2020,OH,100848,95496,5352,879,3669,3397,1
8/10/2020,OH,101731,96358,5373,883,3673,3405,4
8/11/2020,OH,102826,97373,5453,1095,3708,3435,35
8/12/2020,OH,104248,98725,5523,1422,3734,3460,26
08/13/2020,OH,105426,99856,5570,1178,3755,3481,21
08/14/2020,OH,106557,100945,5612,1131,3784,3510,29
08/15/2020,OH,107674,102016,5658,1117,3824,3546,40
08/16/2020,OH,108287,102577,5710,613,3826,3548,2
08/17/2020,OH,109062,103320,5742,775,3832,3554,6
08/18/2020,OH,109923,104105,5818,861,3871,3592,39
08/19/2020,OH,110881,104999,5882,958,3907,3627,36
